tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
YOG North America Continental Qualification Las Vegas 2017,2017-12-17,JHA Kanak,XIE Tianming,USA,USA,4,0,"11,11,11,11|5,2,6,4",R16,OTHER,JBS,510,Main Draw,JHA Kanak (USA),XIE Tianming (USA),,,4 - 0,11:5 11:2 11:6 11:4,JHA Kanak,2017
Caribbean Championships Havana 2017,2017-07-18,LOCKWARD Mariano,HELMEYER Jean Pierre,DOM,ARU,3,0,"11,11,11|4,1,3",,OTHER,MT,854,Main Draw,HELMEYER Jean Pierre (ARU),LOCKWARD Mariano (DOM),,,0 - 3,4:11 1:11 3:11,LOCKWARD Mariano,2017
Caribbean Championships Havana 2017,2017-07-18,ALBERT Adrian,BROWN Rajni Gavin,LCA,JAM,3,0,"11,11,11|4,7,9",,OTHER,MT,854,Main Draw,ALBERT Adrian (LCA),BROWN Rajni Gavin (JAM),,,3 - 0,11:4 11:7 11:9,ALBERT Adrian,2017
Caribbean Championships Havana 2017,2017-07-18,BRITTON Shemar,LAKE Calvin,GUY,SKN,3,0,"11,11,11|5,6,6",,OTHER,MT,854,Main Draw,BRITTON Shemar (GUY),LAKE Calvin (SKN),,,3 - 0,11:5 11:6 11:6,BRITTON Shemar,2017
Caribbean Championships Havana 2017,2017-07-18,BRYAN Nigel,LAKE Trehdel,GUY,SKN,3,0,"11,11,11|2,1,1",,OTHER,MT,854,Main Draw,BRYAN Nigel (GUY),LAKE Trehdel (SKN),,,3 - 0,11:2 11:1 11:1,BRYAN Nigel,2017
Caribbean Championships Havana 2017,2017-07-18,ALLEYNE Joel,GRANT Baggio,GUY,SKN,3,0,"11,11,11|5,7,4",,OTHER,MT,854,Main Draw,ALLEYNE Joel (GUY),GRANT Baggio (SKN),,,3 - 0,11:5 11:7 11:4,ALLEYNE Joel,2017
Caribbean Championships Havana 2017,2017-07-18,SANTOS Emil,MARTINEZ Livan,DOM,CUB,3,1,"11,14,8,11|8,12,11,7",,OTHER,MT,854,Main Draw,SANTOS Emil (DOM),MARTINEZ Livan (CUB),,,3 - 1,11:8 14:12 8:11 11:7,SANTOS Emil,2017
Caribbean Championships Havana 2017,2017-07-18,PEREIRA Andy,VILA Isaac,CUB,DOM,3,0,"11,12,11|4,10,9",,OTHER,MT,854,Main Draw,VILA Isaac (DOM),PEREIRA Andy (CUB),,,0 - 3,4:11 10:12 9:11,PEREIRA Andy,2017
Caribbean Championships Havana 2017,2017-07-18,BRITO Eva,EDGHILL Chelsea,DOM,GUY,3,0,"11,11,11|6,9,8",,OTHER,WT,854,Qualification,BRITO Eva (DOM),EDGHILL Chelsea (GUY),,,3 - 0,11:6 11:9 11:8,BRITO Eva,2017
Caribbean Championships Havana 2017,2017-07-18,CASTRO Esmerlyn,LOWE Trenace,DOM,GUY,3,1,"6,11,11,13|11,4,3,11",,OTHER,WT,854,Qualification,CASTRO Esmerlyn (DOM),LOWE Trenace (GUY),,,3 - 1,6:11 11:4 11:3 13:11,CASTRO Esmerlyn,2017
Caribbean Championships Havana 2017,2017-07-18,CUMMINGS Natalie,SANCHEZ Cinthya,GUY,DOM,3,0,"11,11,11|8,9,5",,OTHER,WT,854,Qualification,SANCHEZ Cinthya (DOM),CUMMINGS Natalie (GUY),,,0 - 3,8:11 9:11 5:11,CUMMINGS Natalie,2017
Caribbean Championships Havana 2017,2017-07-18,BRITO Eva,LOWE Trenace,DOM,GUY,3,1,"7,11,11,11|11,7,3,4",,OTHER,WT,854,Qualification,BRITO Eva (DOM),LOWE Trenace (GUY),,,3 - 1,7:11 11:7 11:3 11:4,BRITO Eva,2017
Caribbean Championships Havana 2017,2017-07-18,CHAVARRIA Amanda,AVRILA Mevene,PUR,FRA,3,0,"11,11,11|9,7,8",,OTHER,WT,854,Qualification,AVRILA Mevene (FRA),CHAVARRIA Amanda (PUR),,,0 - 3,9:11 7:11 8:11,CHAVARRIA Amanda,2017
Caribbean Championships Havana 2017,2017-07-18,RODRIGUEZ Alanis,RAPINIER Leila,PUR,FRA,3,0,"11,11,11|3,4,1",,OTHER,WT,854,Qualification,RAPINIER Leila (FRA),RODRIGUEZ Alanis (PUR),,,0 - 3,3:11 4:11 1:11,RODRIGUEZ Alanis,2017
Caribbean Championships Havana 2017,2017-07-18,CASTILLO Lisi,MURRAY Brittany,CUB,JAM,3,0,"11,11,11|3,4,1",,OTHER,WT,854,Qualification,CASTILLO Lisi (CUB),MURRAY Brittany (JAM),,,3 - 0,11:3 11:4 11:1,CASTILLO Lisi,2017
Caribbean Championships Havana 2017,2017-07-18,LOVET Idalys,FRANCIS Onika Yanika,CUB,JAM,3,0,"11,11,11|2,4,5",,OTHER,WT,854,Qualification,LOVET Idalys (CUB),FRANCIS Onika Yanika (JAM),,,3 - 0,11:2 11:4 11:5,LOVET Idalys,2017
Caribbean Championships Havana 2017,2017-07-18,MACHADO FERNANDEZ Shelly,MCLAUGHLIN Larissa,CUB,JAM,3,0,"11,11,11|3,7,5",,OTHER,WT,854,Qualification,MACHADO FERNANDEZ Shelly (CUB),MCLAUGHLIN Larissa (JAM),,,3 - 0,11:3 11:7 11:5,MACHADO FERNANDEZ Shelly,2017
Caribbean Championships Havana 2017,2017-07-18,PRINCE Alliyah,FREEMAN Angelisa,DMA,SKN,3,2,"11,11,3,7|4,9,11,11",,OTHER,WT,854,Qualification,FREEMAN Angelisa (SKN),PRINCE Alliyah (DMA),,,2 - 3,4:11 9:11 11:3 11:7,PRINCE Alliyah,2017
Caribbean Championships Havana 2017,2017-07-18,DOVER Larrysa,ESDAILLE Shaniqua,DMA,SKN,3,1,"11,5,11,11|7,11,5,3",,OTHER,WT,854,Qualification,ESDAILLE Shaniqua (SKN),DOVER Larrysa (DMA),,,1 - 3,7:11 11:5 5:11 3:11,DOVER Larrysa,2017
Caribbean Championships Havana 2017,2017-07-18,ELOI Gem,HARRIS Shania,DMA,SKN,3,0,"11,11,11|5,7,3",,OTHER,WT,854,Qualification,HARRIS Shania (SKN),ELOI Gem (DMA),,,0 - 3,5:11 7:11 3:11,ELOI Gem,2017
Caribbean Championships Havana 2017,2017-07-18,BRITO Eva,RODRIGUEZ Alanis,DOM,PUR,3,0,"11,11,11|4,9,5",,OTHER,WT,854,Qualification,BRITO Eva (DOM),RODRIGUEZ Alanis (PUR),,,3 - 0,11:4 11:9 11:5,BRITO Eva,2017
Caribbean Championships Havana 2017,2017-07-18,CASTRO Esmerlyn,RIVERA Ana Paola,DOM,PUR,3,0,"11,11,11|8,8,9",,OTHER,WT,854,Qualification,CASTRO Esmerlyn (DOM),RIVERA Ana Paola (PUR),,,3 - 0,11:8 11:8 11:9,CASTRO Esmerlyn,2017
Caribbean Championships Havana 2017,2017-07-18,SANCHEZ Cinthya,TORRES Kristie,DOM,PUR,3,0,"11,11,11|9,4,8",,OTHER,WT,854,Qualification,SANCHEZ Cinthya (DOM),TORRES Kristie (PUR),,,3 - 0,11:9 11:4 11:8,SANCHEZ Cinthya,2017
Caribbean Championships Havana 2017,2017-07-18,CUMMINGS Natalie,AVRILA Mevene,GUY,FRA,3,0,"11,11,11|8,6,5",,OTHER,WT,854,Qualification,AVRILA Mevene (FRA),CUMMINGS Natalie (GUY),,,0 - 3,8:11 6:11 5:11,CUMMINGS Natalie,2017
Caribbean Championships Havana 2017,2017-07-18,LOWE Trenace,RAPINIER Leila,GUY,FRA,3,0,"11,11,11|4,1,3",,OTHER,WT,854,Qualification,RAPINIER Leila (FRA),LOWE Trenace (GUY),,,0 - 3,4:11 1:11 3:11,LOWE Trenace,2017
Caribbean Championships Havana 2017,2017-07-18,MACHADO FERNANDEZ Shelly,ELOI Gem,CUB,DMA,3,0,"11,11,11|2,4,2",,OTHER,WT,854,Qualification,MACHADO FERNANDEZ Shelly (CUB),ELOI Gem (DMA),,,3 - 0,11:2 11:4 11:2,MACHADO FERNANDEZ Shelly,2017
Caribbean Championships Havana 2017,2017-07-18,PEREZ GONZALEZ Karla,PRINCE Alliyah,CUB,DMA,3,0,"11,11,11|3,8,4",,OTHER,WT,854,Qualification,PEREZ GONZALEZ Karla (CUB),PRINCE Alliyah (DMA),,,3 - 0,11:3 11:8 11:4,PEREZ GONZALEZ Karla,2017
Caribbean Championships Havana 2017,2017-07-18,MURRAY Brittany,ESDAILLE Shaniqua,JAM,SKN,3,0,"11,11,11|3,3,6",,OTHER,WT,854,Qualification,ESDAILLE Shaniqua (SKN),MURRAY Brittany (JAM),,,0 - 3,3:11 3:11 6:11,MURRAY Brittany,2017
Caribbean Championships Havana 2017,2017-07-18,FRANCIS Onika Yanika,FREEMAN Angelisa,JAM,SKN,3,0,"11,11,11|8,7,3",,OTHER,WT,854,Qualification,FREEMAN Angelisa (SKN),FRANCIS Onika Yanika (JAM),,,0 - 3,8:11 7:11 3:11,FRANCIS Onika Yanika,2017
Caribbean Championships Havana 2017,2017-07-18,MCLAUGHLIN Larissa,HARRIS Shania,JAM,SKN,3,0,"11,11,11|7,4,6",,OTHER,WT,854,Qualification,HARRIS Shania (SKN),MCLAUGHLIN Larissa (JAM),,,0 - 3,7:11 4:11 6:11,MCLAUGHLIN Larissa,2017
Caribbean Championships Havana 2017,2017-07-18,ROJAS Dahyana,AVRILA Mevene,DOM,FRA,3,0,"11,11,11|4,8,2",,OTHER,WT,854,Qualification,ROJAS Dahyana (DOM),AVRILA Mevene (FRA),,,3 - 0,11:4 11:8 11:2,ROJAS Dahyana,2017
Caribbean Championships Havana 2017,2017-07-18,CASTRO Esmerlyn,RAPINIER Leila,DOM,FRA,3,0,"11,11,11|3,1,3",,OTHER,WT,854,Qualification,CASTRO Esmerlyn (DOM),RAPINIER Leila (FRA),,,3 - 0,11:3 11:1 11:3,CASTRO Esmerlyn,2017
Caribbean Championships Havana 2017,2017-07-18,LOWE Trenace,RODRIGUEZ Alanis,GUY,PUR,3,1,"11,11,9,11|8,5,11,1",,OTHER,WT,854,Qualification,LOWE Trenace (GUY),RODRIGUEZ Alanis (PUR),,,3 - 1,11:8 11:5 9:11 11:1,LOWE Trenace,2017
Caribbean Championships Havana 2017,2017-07-18,CUMMINGS Natalie,TORRES Kristie,GUY,PUR,3,0,"11,11,11|5,3,5",,OTHER,WT,854,Qualification,CUMMINGS Natalie (GUY),TORRES Kristie (PUR),,,3 - 0,11:5 11:3 11:5,CUMMINGS Natalie,2017
Caribbean Championships Havana 2017,2017-07-18,CASTILLO Lisi,ESDAILLE Shaniqua,CUB,SKN,3,0,"11,11,11|2,2,3",,OTHER,WT,854,Qualification,CASTILLO Lisi (CUB),ESDAILLE Shaniqua (SKN),,,3 - 0,11:2 11:2 11:3,CASTILLO Lisi,2017
Caribbean Championships Havana 2017,2017-07-18,MACHADO FERNANDEZ Shelly,HARRIS Shania,CUB,SKN,3,0,"11,11,11|2,1,1",,OTHER,WT,854,Qualification,MACHADO FERNANDEZ Shelly (CUB),HARRIS Shania (SKN),,,3 - 0,11:2 11:1 11:1,MACHADO FERNANDEZ Shelly,2017
Caribbean Championships Havana 2017,2017-07-18,PEREZ GONZALEZ Karla,FREEMAN Angelisa,CUB,SKN,3,0,"11,11,11|4,4,1",,OTHER,WT,854,Qualification,PEREZ GONZALEZ Karla (CUB),FREEMAN Angelisa (SKN),,,3 - 0,11:4 11:4 11:1,PEREZ GONZALEZ Karla,2017
Caribbean Championships Havana 2017,2017-07-18,MURRAY Brittany,PRINCE Alliyah,JAM,DMA,3,1,"11,11,6,11|6,9,11,6",,OTHER,WT,854,Qualification,PRINCE Alliyah (DMA),MURRAY Brittany (JAM),,,1 - 3,6:11 9:11 11:6 6:11,MURRAY Brittany,2017
Caribbean Championships Havana 2017,2017-07-18,FRANCIS Onika Yanika,DOVER Larrysa,JAM,DMA,3,1,"11,14,4,11|6,12,11,6",,OTHER,WT,854,Qualification,DOVER Larrysa (DMA),FRANCIS Onika Yanika (JAM),,,1 - 3,6:11 12:14 11:4 6:11,FRANCIS Onika Yanika,2017
Caribbean Championships Havana 2017,2017-07-18,CASTRO Esmerlyn,FRANCIS Onika Yanika,DOM,JAM,3,0,"11,11,11|4,6,3",,OTHER,WT,854,Main Draw,FRANCIS Onika Yanika (JAM),CASTRO Esmerlyn (DOM),,,0 - 3,4:11 6:11 3:11,CASTRO Esmerlyn,2017
Caribbean Championships Havana 2017,2017-07-18,BRITO Eva,MURRAY Brittany,DOM,JAM,3,0,"11,11,11|4,4,4",,OTHER,WT,854,Main Draw,MURRAY Brittany (JAM),BRITO Eva (DOM),,,0 - 3,4:11 4:11 4:11,BRITO Eva,2017
Caribbean Championships Havana 2017,2017-07-18,SANCHEZ Cinthya,MCLAUGHLIN Larissa,DOM,JAM,3,0,"11,11,11|4,6,5",,OTHER,WT,854,Main Draw,MCLAUGHLIN Larissa (JAM),SANCHEZ Cinthya (DOM),,,0 - 3,4:11 6:11 5:11,SANCHEZ Cinthya,2017
Caribbean Championships Havana 2017,2017-07-18,LOVET Idalys,LOWE Trenace,CUB,GUY,3,2,"7,11,10,11|11,3,12,6",,OTHER,WT,854,Main Draw,LOWE Trenace (GUY),LOVET Idalys (CUB),,,2 - 3,11:7 3:11 12:10 6:11,LOVET Idalys,2017
Caribbean Championships Havana 2017,2017-07-18,CASTILLO Lisi,EDGHILL Chelsea,CUB,GUY,3,0,"11,11,11|6,7,6",,OTHER,WT,854,Main Draw,EDGHILL Chelsea (GUY),CASTILLO Lisi (CUB),,,0 - 3,6:11 7:11 6:11,CASTILLO Lisi,2017
Caribbean Championships Havana 2017,2017-07-18,MACHADO FERNANDEZ Shelly,CUMMINGS Natalie,CUB,GUY,3,2,"11,5,8,11|8,11,11,6",,OTHER,WT,854,Main Draw,CUMMINGS Natalie (GUY),MACHADO FERNANDEZ Shelly (CUB),,,2 - 3,8:11 11:5 11:8 6:11,MACHADO FERNANDEZ Shelly,2017
Caribbean Championships Havana 2017,2017-07-18,RIVERA Ana Paola,FREEMAN Angelisa,PUR,SKN,3,0,"11,11,11|1,6,2",,OTHER,WT,854,Main Draw,RIVERA Ana Paola (PUR),FREEMAN Angelisa (SKN),,,3 - 0,11:1 11:6 11:2,RIVERA Ana Paola,2017
Caribbean Championships Havana 2017,2017-07-18,CHAVARRIA Amanda,ESDAILLE Shaniqua,PUR,SKN,3,0,"11,11,11|3,5,6",,OTHER,WT,854,Main Draw,CHAVARRIA Amanda (PUR),ESDAILLE Shaniqua (SKN),,,3 - 0,11:3 11:5 11:6,CHAVARRIA Amanda,2017
Caribbean Championships Havana 2017,2017-07-18,RODRIGUEZ Alanis,HARRIS Shania,PUR,SKN,3,0,"11,11,11|3,5,3",,OTHER,WT,854,Main Draw,RODRIGUEZ Alanis (PUR),HARRIS Shania (SKN),,,3 - 0,11:3 11:5 11:3,RODRIGUEZ Alanis,2017
Caribbean Championships Havana 2017,2017-07-18,DOVER Larrysa,RAPINIER Leila,DMA,FRA,3,0,"11,11,11|5,4,0",,OTHER,WT,854,Main Draw,DOVER Larrysa (DMA),RAPINIER Leila (FRA),,,3 - 0,11:5 11:4 11:0,DOVER Larrysa,2017
Caribbean Championships Havana 2017,2017-07-18,PRINCE Alliyah,AVRILA Mevene,DMA,FRA,3,1,"9,13,11,11|11,11,9,8",,OTHER,WT,854,Main Draw,PRINCE Alliyah (DMA),AVRILA Mevene (FRA),,,3 - 1,9:11 13:11 11:9 11:8,PRINCE Alliyah,2017
Caribbean Championships Havana 2017,2017-07-18,ELOI Gem,MIREDIN Oceane,DMA,FRA,3,0,"11,16,12|8,14,10",,OTHER,WT,854,Main Draw,ELOI Gem (DMA),MIREDIN Oceane (FRA),,,3 - 0,11:8 16:14 12:10,ELOI Gem,2017
Caribbean Championships Havana 2017,2017-07-18,CHAVARRIA Amanda,ELOI Gem,PUR,DMA,3,1,"11,9,11,11|7,11,7,8",,OTHER,WT,854,Main Draw,ELOI Gem (DMA),CHAVARRIA Amanda (PUR),,,1 - 3,7:11 11:9 7:11 8:11,CHAVARRIA Amanda,2017
Caribbean Championships Havana 2017,2017-07-18,RIVERA Ana Paola,DOVER Larrysa,PUR,DMA,3,0,"11,11,11|1,4,2",,OTHER,WT,854,Main Draw,DOVER Larrysa (DMA),RIVERA Ana Paola (PUR),,,0 - 3,1:11 4:11 2:11,RIVERA Ana Paola,2017
Caribbean Championships Havana 2017,2017-07-18,PRINCE Alliyah,RODRIGUEZ Alanis,DMA,PUR,3,1,"5,13,11,11|11,11,9,5",,OTHER,WT,854,Main Draw,PRINCE Alliyah (DMA),RODRIGUEZ Alanis (PUR),,,3 - 1,5:11 13:11 11:9 11:5,PRINCE Alliyah,2017
Caribbean Championships Havana 2017,2017-07-18,RIVERA Ana Paola,ELOI Gem,PUR,DMA,3,0,"11,11,11|8,6,6",,OTHER,WT,854,Main Draw,ELOI Gem (DMA),RIVERA Ana Paola (PUR),,,0 - 3,8:11 6:11 6:11,RIVERA Ana Paola,2017
Caribbean Championships Havana 2017,2017-07-18,AVRILA Mevene,FREEMAN Angelisa,FRA,SKN,3,0,"11,11,15|8,7,13",,OTHER,WT,854,Main Draw,AVRILA Mevene (FRA),FREEMAN Angelisa (SKN),,,3 - 0,11:8 11:7 15:13,AVRILA Mevene,2017
Caribbean Championships Havana 2017,2017-07-18,MIREDIN Oceane,ESDAILLE Shaniqua,FRA,SKN,3,1,"11,11,9,11|5,9,11,7",,OTHER,WT,854,Main Draw,MIREDIN Oceane (FRA),ESDAILLE Shaniqua (SKN),,,3 - 1,11:5 11:9 9:11 11:7,MIREDIN Oceane,2017
Caribbean Championships Havana 2017,2017-07-18,HARRIS Shania,RAPINIER Leila,SKN,FRA,3,2,"11,7,4,11|9,11,11,3",,OTHER,WT,854,Main Draw,RAPINIER Leila (FRA),HARRIS Shania (SKN),,,2 - 3,9:11 11:7 11:4 3:11,HARRIS Shania,2017
Caribbean Championships Havana 2017,2017-07-18,AVRILA Mevene,ESDAILLE Shaniqua,FRA,SKN,3,0,"11,11,11|9,6,3",,OTHER,WT,854,Main Draw,AVRILA Mevene (FRA),ESDAILLE Shaniqua (SKN),,,3 - 0,11:9 11:6 11:3,AVRILA Mevene,2017
Caribbean Championships Havana 2017,2017-07-18,BRITO Eva,LOVET Idalys,DOM,CUB,3,2,"14,11,4,7|12,5,11,11",,OTHER,WT,854,Main Draw,LOVET Idalys (CUB),BRITO Eva (DOM),,,2 - 3,12:14 5:11 11:4 11:7,BRITO Eva,2017
Caribbean Championships Havana 2017,2017-07-18,SANCHEZ Cinthya,MACHADO FERNANDEZ Shelly,DOM,CUB,3,1,"11,11,11,11|2,13,6,6",,OTHER,WT,854,Main Draw,MACHADO FERNANDEZ Shelly (CUB),SANCHEZ Cinthya (DOM),,,1 - 3,2:11 13:11 6:11 6:11,SANCHEZ Cinthya,2017
Caribbean Championships Havana 2017,2017-07-18,BRITO Eva,CASTILLO Lisi,DOM,CUB,3,1,"16,8,11,11|14,11,4,9",,OTHER,WT,854,Main Draw,CASTILLO Lisi (CUB),BRITO Eva (DOM),,,1 - 3,14:16 11:8 4:11 9:11,BRITO Eva,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,MIZUTANI Jun,SEO Hyundeok,JPN,KOR,4,0,"11,11,11,11|9,8,5,8",R32,GRAND_SLAM,MS,460,Main Draw,MIZUTANI Jun (JPN),SEO Hyundeok (KOR),,,4 - 0,11:9 11:8 11:5 11:8,MIZUTANI Jun,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,YOSHIMURA Maharu,DESAI Harmeet,JPN,IND,4,0,"11,11,16,11|7,6,14,8",R32,GRAND_SLAM,MS,460,Main Draw,DESAI Harmeet (IND),YOSHIMURA Maharu (JPN),,,0 - 4,7:11 6:11 14:16 8:11,YOSHIMURA Maharu,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,SHETTY Sanil,JANG Woojin,IND,KOR,4,2,"11,3,12,11,6,11|9,11,10,3,11,8",R32,GRAND_SLAM,MS,460,Main Draw,JANG Woojin (KOR),SHETTY Sanil (IND),,,2 - 4,9:11 11:3 10:12 3:11 11:6 8:11,SHETTY Sanil,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,CHO Seungmin,MURAMATSU Yuto,KOR,JPN,4,2,"11,11,10,11,9,13|6,3,12,5,11,11",R32,GRAND_SLAM,MS,460,Main Draw,CHO Seungmin (KOR),MURAMATSU Yuto (JPN),,,4 - 2,11:6 11:3 10:12 11:5 9:11 13:11,CHO Seungmin,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,GAUZY Simon,CHIANG Hung-Chieh,FRA,TPE,4,0,"11,14,11,12|9,12,7,10",R32,GRAND_SLAM,MS,460,Main Draw,GAUZY Simon (FRA),CHIANG Hung-Chieh (TPE),,,4 - 0,11:9 14:12 11:7 12:10,GAUZY Simon,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,GNANASEKARAN Sathiyan,CHEN Chien-An,IND,TPE,4,2,"11,4,1,11,11,11|6,11,11,9,8,9",R32,GRAND_SLAM,MS,460,Main Draw,GNANASEKARAN Sathiyan (IND),CHEN Chien-An (TPE),,,4 - 2,11:6 4:11 1:11 11:9 11:8 11:9,GNANASEKARAN Sathiyan,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,KARLSSON Mattias,UEDA Jin,SWE,JPN,4,1,"11,11,11,7,14|8,6,3,11,12",R32,GRAND_SLAM,MS,460,Main Draw,KARLSSON Mattias (SWE),UEDA Jin (JPN),,,4 - 1,11:8 11:6 11:3 7:11 14:12,KARLSSON Mattias,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,YOSHIDA Masaki,CHUANG Chih-Yuan,JPN,TPE,4,2,"11,11,10,5,11,11|6,6,12,11,9,7",R32,GRAND_SLAM,MS,460,Main Draw,YOSHIDA Masaki (JPN),CHUANG Chih-Yuan (TPE),,,4 - 2,11:6 11:6 10:12 5:11 11:9 11:7,YOSHIDA Masaki,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,SAMSONOV Vladimir,LIAO Cheng-Ting,BLR,TPE,4,0,"11,11,11,11|9,7,8,7",R32,GRAND_SLAM,MS,460,Main Draw,SAMSONOV Vladimir (BLR),LIAO Cheng-Ting (TPE),,,4 - 0,11:9 11:7 11:8 11:7,SAMSONOV Vladimir,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,GAO Ning,POWELL David,SGP,AUS,4,0,"11,11,11,11|7,4,4,3",R32,GRAND_SLAM,MS,460,Main Draw,GAO Ning (SGP),POWELL David (AUS),,,4 - 0,11:7 11:4 11:4 11:3,GAO Ning,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,LIM Jonghoon,HARIMOTO Tomokazu,KOR,JPN,4,0,"11,11,11,11|6,3,7,6",R32,GRAND_SLAM,MS,460,Main Draw,HARIMOTO Tomokazu (JPN),LIM Jonghoon (KOR),,,0 - 4,6:11 3:11 7:11 6:11,LIM Jonghoon,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,MATSUDAIRA Kenta,PARK Ganghyeon,JPN,KOR,4,0,"11,11,11,11|7,7,5,9",R32,GRAND_SLAM,MS,460,Main Draw,PARK Ganghyeon (KOR),MATSUDAIRA Kenta (JPN),,,0 - 4,7:11 7:11 5:11 9:11,MATSUDAIRA Kenta,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,FREITAS Marcos,DUDA Benedikt,POR,GER,4,0,"11,11,11,12|5,7,8,10",R32,GRAND_SLAM,MS,460,Main Draw,FREITAS Marcos (POR),DUDA Benedikt (GER),,,4 - 0,11:5 11:7 11:8 12:10,FREITAS Marcos,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,OSHIMA Yuya,ANTHONY Amalraj,JPN,IND,4,3,"8,7,5,11,11,11,11|11,11,11,7,7,5,7",R32,GRAND_SLAM,MS,460,Main Draw,ANTHONY Amalraj (IND),OSHIMA Yuya (JPN),,,3 - 4,11:8 11:7 11:5 7:11 7:11 5:11 7:11,OSHIMA Yuya,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,DRINKHALL Paul,SHIBAEV Alexander,ENG,RUS,4,2,"11,11,8,3,11,11|7,9,11,11,8,7",R32,GRAND_SLAM,MS,460,Main Draw,SHIBAEV Alexander (RUS),DRINKHALL Paul (ENG),,,2 - 4,7:11 9:11 11:8 11:3 8:11 7:11,DRINKHALL Paul,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,FLORE Tristan,NIWA Koki,FRA,JPN,4,2,"11,11,5,11,8,11|4,7,11,3,11,7",R32,GRAND_SLAM,MS,460,Main Draw,FLORE Tristan (FRA),NIWA Koki (JPN),,,4 - 2,11:4 11:7 5:11 11:3 8:11 11:7,FLORE Tristan,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,MIZUTANI Jun,YOSHIMURA Maharu,JPN,JPN,4,2,"5,11,7,11,11,11|11,3,11,6,7,8",R16,GRAND_SLAM,MS,460,Main Draw,MIZUTANI Jun (JPN),YOSHIMURA Maharu (JPN),,,4 - 2,5:11 11:3 7:11 11:6 11:7 11:8,MIZUTANI Jun,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,CHO Seungmin,SHETTY Sanil,KOR,IND,4,0,"11,11,11,11|9,3,6,7",R16,GRAND_SLAM,MS,460,Main Draw,SHETTY Sanil (IND),CHO Seungmin (KOR),,,0 - 4,9:11 3:11 6:11 7:11,CHO Seungmin,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,GAUZY Simon,GNANASEKARAN Sathiyan,FRA,IND,4,3,"11,11,7,7,11,8,11|7,7,11,11,7,11,8",R16,GRAND_SLAM,MS,460,Main Draw,GAUZY Simon (FRA),GNANASEKARAN Sathiyan (IND),,,4 - 3,11:7 11:7 7:11 7:11 11:7 8:11 11:8,GAUZY Simon,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,YOSHIDA Masaki,KARLSSON Mattias,JPN,SWE,4,2,"11,11,5,11,8,14|9,9,11,9,11,12",R16,GRAND_SLAM,MS,460,Main Draw,KARLSSON Mattias (SWE),YOSHIDA Masaki (JPN),,,2 - 4,9:11 9:11 11:5 9:11 11:8 12:14,YOSHIDA Masaki,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,SAMSONOV Vladimir,GAO Ning,BLR,SGP,4,1,"6,11,11,11,19|11,7,2,9,17",R16,GRAND_SLAM,MS,460,Main Draw,SAMSONOV Vladimir (BLR),GAO Ning (SGP),,,4 - 1,6:11 11:7 11:2 11:9 19:17,SAMSONOV Vladimir,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,MATSUDAIRA Kenta,LIM Jonghoon,JPN,KOR,4,3,"13,8,3,6,11,11,13|11,11,11,11,7,6,11",R16,GRAND_SLAM,MS,460,Main Draw,LIM Jonghoon (KOR),MATSUDAIRA Kenta (JPN),,,3 - 4,11:13 11:8 11:3 11:6 7:11 6:11 11:13,MATSUDAIRA Kenta,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,OSHIMA Yuya,FREITAS Marcos,JPN,POR,4,0,"11,12,11,11|7,10,8,5",R16,GRAND_SLAM,MS,460,Main Draw,FREITAS Marcos (POR),OSHIMA Yuya (JPN),,,0 - 4,7:11 10:12 8:11 5:11,OSHIMA Yuya,2017
World Tour Australian Open Gold Coast 2017,2017-07-02,DRINKHALL Paul,FLORE Tristan,ENG,FRA,4,2,"11,6,6,13,11,11|9,11,11,11,8,8",R16,GRAND_SLAM,MS,460,Main Draw,DRINKHALL Paul (ENG),FLORE Tristan (FRA),,,4 - 2,11:9 6:11 6:11 13:11 11:8 11:8,DRINKHALL Paul,2017
