tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
US Open Florida Orlando 2018,2018-12-17,ZHANG Kai,FUJIKI Shoji,USA,JPN,4,2,"12,9,3,13,11,11|10,11,11,11,6,4",R64,WTT_CONTENDER,MS,1996,Main Draw,FUJIKI Shoji (JPN),ZHANG Kai (USA),,,2 - 4,10:12 11:9 11:3 11:13 6:11 4:11,ZHANG Kai,2018
World Tour Austrian Open Linz 2018,2018-11-06,DING Ning,YU Mengyu,CHN,SGP,4,1,"9,11,11,11,11|11,5,7,8,7",R32,GRAND_SLAM,WS,878,Main Draw,YU Mengyu (SGP),DING Ning (CHN),,,1 - 4,11:9 5:11 7:11 8:11 7:11,DING Ning,2018
World Tour Austrian Open Linz 2018,2018-11-06,WANG Manyu,SOLJA Petrissa,CHN,GER,4,1,"11,11,14,11,12|8,7,16,8,10",R32,GRAND_SLAM,WS,878,Main Draw,WANG Manyu (CHN),SOLJA Petrissa (GER),,,4 - 1,11:8 11:7 14:16 11:8 12:10,WANG Manyu,2018
World Tour Austrian Open Linz 2018,2018-11-06,HIRANO Miu,HAYATA Hina,JPN,JPN,4,3,"6,11,5,11,13,7,11|11,6,11,3,11,11,8",R32,GRAND_SLAM,WS,878,Main Draw,HAYATA Hina (JPN),HIRANO Miu (JPN),,,3 - 4,11:6 6:11 11:5 3:11 11:13 11:7 8:11,HIRANO Miu,2018
World Tour Austrian Open Linz 2018,2018-11-06,PITCHFORD Liam,GARDOS Robert,ENG,AUT,4,1,"11,11,7,11,11|7,6,11,5,8",R32,GRAND_SLAM,MS,878,Main Draw,GARDOS Robert (AUT),PITCHFORD Liam (ENG),,,1 - 4,7:11 6:11 11:7 5:11 8:11,PITCHFORD Liam,2018
World Tour Austrian Open Linz 2018,2018-11-06,BOLL Timo,FRANZISKA Patrick,GER,GER,4,3,"11,11,9,3,10,11,13|7,8,11,11,12,6,11",R32,GRAND_SLAM,MS,878,Main Draw,BOLL Timo (GER),FRANZISKA Patrick (GER),,,4 - 3,11:7 11:8 9:11 3:11 10:12 11:6 13:11,BOLL Timo,2018
World Tour Austrian Open Linz 2018,2018-11-06,KANAMITSU Koyo,MA Long,JPN,CHN,4,0,"0,0,0,0|0,0,0,0",R32,GRAND_SLAM,MS,878,Main Draw,KANAMITSU Koyo (JPN),MA Long (CHN),,,4 - 0,0:0 0:0 0:0 0:0,KANAMITSU Koyo,2018
World Tour Austrian Open Linz 2018,2018-11-06,ZHENG Peifeng,CHUANG Chih-Yuan,CHN,TPE,4,3,"11,7,11,3,7,11,11|9,11,9,11,11,5,6",R32,GRAND_SLAM,MS,878,Main Draw,ZHENG Peifeng (CHN),CHUANG Chih-Yuan (TPE),,,4 - 3,11:9 7:11 11:9 3:11 7:11 11:5 11:6,ZHENG Peifeng,2018
World Tour Austrian Open Linz 2018,2018-11-06,UEDA Jin,HABESOHN Daniel,JPN,AUT,4,1,"11,11,11,9,11|7,7,8,11,7",R32,GRAND_SLAM,MS,878,Main Draw,UEDA Jin (JPN),HABESOHN Daniel (AUT),,,4 - 1,11:7 11:7 11:8 9:11 11:7,UEDA Jin,2018
World Tour Austrian Open Linz 2018,2018-11-06,HARIMOTO Tomokazu,YOSHIMURA Maharu,JPN,JPN,4,0,"11,11,11,11|5,6,7,2",R32,GRAND_SLAM,MS,878,Main Draw,HARIMOTO Tomokazu (JPN),YOSHIMURA Maharu (JPN),,,4 - 0,11:5 11:6 11:7 11:2,HARIMOTO Tomokazu,2018
World Tour Austrian Open Linz 2018,2018-11-06,MIZUTANI Jun,WALTHER Ricardo,JPN,GER,4,3,"10,11,7,5,14,11,11|12,2,11,11,12,6,3",R32,GRAND_SLAM,MS,878,Main Draw,WALTHER Ricardo (GER),MIZUTANI Jun (JPN),,,3 - 4,12:10 2:11 11:7 11:5 12:14 6:11 3:11,MIZUTANI Jun,2018
World Tour Austrian Open Linz 2018,2018-11-06,GNANASEKARAN Sathiyan,FREITAS Marcos,IND,POR,4,3,"4,11,11,8,6,11,11|11,9,9,11,11,9,7",R32,GRAND_SLAM,MS,878,Main Draw,FREITAS Marcos (POR),GNANASEKARAN Sathiyan (IND),,,3 - 4,11:4 9:11 9:11 11:8 11:6 9:11 7:11,GNANASEKARAN Sathiyan,2018
World Tour Austrian Open Linz 2018,2018-11-06,XU Xin,YOSHIMURA Maharu,CHN,JPN,3,1,"8,11,11,11|11,8,5,9",QuarterFinal,GRAND_SLAM,XD,878,Main Draw,XU Xin (CHN),YOSHIMURA Maharu (JPN),LIU Shiwen (CHN),ISHIKAWA Kasumi (JPN),3 - 1,8:11 11:8 11:5 11:9,XU Xin,2018
World Tour Austrian Open Linz 2018,2018-11-06,JANG Woojin,FILUS Ruwen,KOR,GER,3,1,"11,6,11,11|5,11,9,9",QuarterFinal,GRAND_SLAM,XD,878,Main Draw,JANG Woojin (KOR),FILUS Ruwen (GER),CHA Hyo Sim (PRK),HAN Ying (GER),3 - 1,11:5 6:11 11:9 11:9,JANG Woojin,2018
World Tour Austrian Open Linz 2018,2018-11-06,CHEN Chien-An,TROMER Laurens,TPE,NED,3,1,"7,13,11,11|11,11,9,8",QuarterFinal,GRAND_SLAM,XD,878,Main Draw,CHEN Chien-An (TPE),TROMER Laurens (NED),CHENG I-Ching (TPE),EERLAND Britt (NED),3 - 1,7:11 13:11 11:9 11:8,CHEN Chien-An,2018
World Tour Austrian Open Linz 2018,2018-11-06,WONG Chun Ting,PISTEJ Lubomir,HKG,SVK,3,1,"7,11,11,11|11,9,2,4",QuarterFinal,GRAND_SLAM,XD,878,Main Draw,PISTEJ Lubomir (SVK),WONG Chun Ting (HKG),VARADY Barbora (SVK),DOO Hoi Kem (HKG),1 - 3,11:7 9:11 2:11 4:11,WONG Chun Ting,2018
World Tour Austrian Open Linz 2018,2018-11-06,LIU Gaoyang,VARADY Barbora,CHN,SVK,3,0,"11,11,11|6,9,8",QuarterFinal,GRAND_SLAM,WD,878,Main Draw,VARADY Barbora (SVK),LIU Gaoyang (CHN),MATELOVA Hana (CZE),ZHANG Rui (CHN),0 - 3,6:11 9:11 8:11,LIU Gaoyang,2018
World Tour Austrian Open Linz 2018,2018-11-06,HAYATA Hina,GRZYBOWSKA-FRANC Katarzyna,JPN,POL,3,0,"11,11,11|6,9,4",QuarterFinal,GRAND_SLAM,WD,878,Main Draw,HAYATA Hina (JPN),GRZYBOWSKA-FRANC Katarzyna (POL),ITO Mima (JPN),PARTYKA Natalia (POL),3 - 0,11:6 11:9 11:4,HAYATA Hina,2018
World Tour Austrian Open Linz 2018,2018-11-06,CHEN Xingtong,DOO Hoi Kem,CHN,HKG,3,0,"11,11,11|6,2,9",QuarterFinal,GRAND_SLAM,WD,878,Main Draw,DOO Hoi Kem (HKG),CHEN Xingtong (CHN),LEE Ho Ching (HKG),SUN Yingsha (CHN),0 - 3,6:11 2:11 9:11,CHEN Xingtong,2018
World Tour Austrian Open Linz 2018,2018-11-06,JEON Jihee,SAMARA Elizabeta,KOR,ROU,3,1,"11,5,11,11|4,11,9,2",QuarterFinal,GRAND_SLAM,WD,878,Main Draw,SAMARA Elizabeta (ROU),JEON Jihee (KOR),SZOCS Bernadette (ROU),YANG Ha Eun (KOR),1 - 3,4:11 11:5 9:11 2:11,JEON Jihee,2018
World Tour Austrian Open Linz 2018,2018-11-06,JEOUNG Youngsik,FAN Zhendong,KOR,CHN,3,0,"11,15,11|9,13,4",QuarterFinal,GRAND_SLAM,MD,878,Main Draw,JEOUNG Youngsik (KOR),FAN Zhendong (CHN),LEE Sang Su (KOR),WANG Chuqin (CHN),3 - 0,11:9 15:13 11:4,JEOUNG Youngsik,2018
World Tour Austrian Open Linz 2018,2018-11-06,HO Kwan Kit,HARIMOTO Tomokazu,HKG,JPN,3,1,"12,7,11,11|10,11,8,9",QuarterFinal,GRAND_SLAM,MD,878,Main Draw,HARIMOTO Tomokazu (JPN),HO Kwan Kit (HKG),KIZUKURI Yuto (JPN),WONG Chun Ting (HKG),1 - 3,10:12 11:7 8:11 9:11,HO Kwan Kit,2018
World Tour Austrian Open Linz 2018,2018-11-06,MORIZONO Masataka,LIAO Cheng-Ting,JPN,TPE,3,1,"11,11,7,11|6,9,11,3",QuarterFinal,GRAND_SLAM,MD,878,Main Draw,LIAO Cheng-Ting (TPE),MORIZONO Masataka (JPN),LIN Yun-Ju (TPE),OSHIMA Yuya (JPN),1 - 3,6:11 9:11 11:7 3:11,MORIZONO Masataka,2018
World Tour Austrian Open Linz 2018,2018-11-06,IONESCU Ovidiu,ALLEGRO Martin,ROU,BEL,3,2,"6,11,11,8,11|11,9,4,11,5",QuarterFinal,GRAND_SLAM,MD,878,Main Draw,ALLEGRO Martin (BEL),IONESCU Ovidiu (ROU),LAMBIET Florent (BEL),ROBLES Alvaro (ESP),2 - 3,11:6 9:11 4:11 11:8 5:11,IONESCU Ovidiu,2018
World Tour Austrian Open Linz 2018,2018-11-06,ZHU Yuling,HASHIMOTO Honoka,MAC,JPN,4,3,"11,8,11,11,12,10,12|8,11,9,13,10,12,10",R16,GRAND_SLAM,WS,878,Main Draw,ZHU Yuling (MAC),HASHIMOTO Honoka (JPN),,,4 - 3,11:8 8:11 11:9 11:13 12:10 10:12 12:10,ZHU Yuling,2018
World Tour Austrian Open Linz 2018,2018-11-06,HE Zhuojia,SUH Hyo Won,CHN,KOR,4,3,"11,11,8,8,11,8,11|8,8,11,11,9,11,2",R16,GRAND_SLAM,WS,878,Main Draw,HE Zhuojia (CHN),SUH Hyo Won (KOR),,,4 - 3,11:8 11:8 8:11 8:11 11:9 8:11 11:2,HE Zhuojia,2018
World Tour Austrian Open Linz 2018,2018-11-06,WANG Manyu,HIRANO Miu,CHN,JPN,4,1,"11,12,12,11,11|5,10,14,7,7",R16,GRAND_SLAM,WS,878,Main Draw,WANG Manyu (CHN),HIRANO Miu (JPN),,,4 - 1,11:5 12:10 12:14 11:7 11:7,WANG Manyu,2018
World Tour Austrian Open Linz 2018,2018-11-06,CHENG I-Ching,FENG Tianwei,TPE,SGP,4,3,"3,11,5,11,11,11,11|11,8,11,7,9,13,6",R16,GRAND_SLAM,WS,878,Main Draw,FENG Tianwei (SGP),CHENG I-Ching (TPE),,,3 - 4,11:3 8:11 11:5 7:11 9:11 13:11 6:11,CHENG I-Ching,2018
World Tour Austrian Open Linz 2018,2018-11-06,LIU Shiwen,SZOCS Bernadette,CHN,ROU,4,0,"11,11,11,13|3,2,2,11",R16,GRAND_SLAM,WS,878,Main Draw,SZOCS Bernadette (ROU),LIU Shiwen (CHN),,,0 - 4,3:11 2:11 2:11 11:13,LIU Shiwen,2018
World Tour Austrian Open Linz 2018,2018-11-06,CHEN Meng,CHEN Xingtong,CHN,CHN,4,3,"11,11,11,6,4,7,11|6,4,4,11,11,11,5",R16,GRAND_SLAM,WS,878,Main Draw,CHEN Meng (CHN),CHEN Xingtong (CHN),,,4 - 3,11:6 11:4 11:4 6:11 4:11 7:11 11:5,CHEN Meng,2018
World Tour Austrian Open Linz 2018,2018-11-06,DING Ning,SUN Yingsha,CHN,CHN,4,0,"11,11,11,13|8,8,6,11",R16,GRAND_SLAM,WS,878,Main Draw,SUN Yingsha (CHN),DING Ning (CHN),,,0 - 4,8:11 8:11 6:11 11:13,DING Ning,2018
World Tour Austrian Open Linz 2018,2018-11-06,DOO Hoi Kem,ITO Mima,HKG,JPN,4,2,"9,11,11,7,14,11|11,1,2,11,12,8",R16,GRAND_SLAM,WS,878,Main Draw,DOO Hoi Kem (HKG),ITO Mima (JPN),,,4 - 2,9:11 11:1 11:2 7:11 14:12 11:8,DOO Hoi Kem,2018
World Tour Austrian Open Linz 2018,2018-11-06,HARIMOTO Tomokazu,MIZUTANI Jun,JPN,JPN,4,1,"11,11,9,11,11|6,5,11,8,7",R16,GRAND_SLAM,MS,878,Main Draw,HARIMOTO Tomokazu (JPN),MIZUTANI Jun (JPN),,,4 - 1,11:6 11:5 9:11 11:8 11:7,HARIMOTO Tomokazu,2018
World Tour Austrian Open Linz 2018,2018-11-06,LIANG Jingkun,LIN Yun-Ju,CHN,TPE,4,2,"6,11,10,11,12,11|11,8,12,7,10,6",R16,GRAND_SLAM,MS,878,Main Draw,LIANG Jingkun (CHN),LIN Yun-Ju (TPE),,,4 - 2,6:11 11:8 10:12 11:7 12:10 11:6,LIANG Jingkun,2018
World Tour Austrian Open Linz 2018,2018-11-06,FAN Zhendong,UEDA Jin,CHN,JPN,4,1,"9,11,11,11,11|11,4,2,4,4",R16,GRAND_SLAM,MS,878,Main Draw,FAN Zhendong (CHN),UEDA Jin (JPN),,,4 - 1,9:11 11:4 11:2 11:4 11:4,FAN Zhendong,2018
World Tour Austrian Open Linz 2018,2018-11-06,NIWA Koki,YOSHIMURA Kazuhiro,JPN,JPN,4,0,"11,11,11,12|9,7,6,10",R16,GRAND_SLAM,MS,878,Main Draw,NIWA Koki (JPN),YOSHIMURA Kazuhiro (JPN),,,4 - 0,11:9 11:7 11:6 12:10,NIWA Koki,2018
World Tour Austrian Open Linz 2018,2018-11-06,BOLL Timo,ZHENG Peifeng,GER,CHN,4,2,"10,8,12,12,11,11|12,11,10,10,3,8",R16,GRAND_SLAM,MS,878,Main Draw,BOLL Timo (GER),ZHENG Peifeng (CHN),,,4 - 2,10:12 8:11 12:10 12:10 11:3 11:8,BOLL Timo,2018
World Tour Austrian Open Linz 2018,2018-11-06,XU Xin,GNANASEKARAN Sathiyan,CHN,IND,4,1,"11,11,7,11,11|1,7,11,2,4",R16,GRAND_SLAM,MS,878,Main Draw,GNANASEKARAN Sathiyan (IND),XU Xin (CHN),,,1 - 4,1:11 7:11 11:7 2:11 4:11,XU Xin,2018
World Tour Austrian Open Linz 2018,2018-11-06,PITCHFORD Liam,KANAMITSU Koyo,ENG,JPN,4,1,"6,11,13,11,11|11,3,11,7,8",R16,GRAND_SLAM,MS,878,Main Draw,PITCHFORD Liam (ENG),KANAMITSU Koyo (JPN),,,4 - 1,6:11 11:3 13:11 11:7 11:8,PITCHFORD Liam,2018
World Tour Austrian Open Linz 2018,2018-11-06,CALDERANO Hugo,JANG Woojin,BRA,KOR,4,3,"12,11,11,9,11,5,11|14,6,8,11,9,11,7",R16,GRAND_SLAM,MS,878,Main Draw,JANG Woojin (KOR),CALDERANO Hugo (BRA),,,3 - 4,14:12 6:11 8:11 11:9 9:11 11:5 7:11,CALDERANO Hugo,2018
World Tour Austrian Open Linz 2018,2018-11-06,HAYATA Hina,LIU Gaoyang,JPN,CHN,3,1,"11,5,11,11|8,11,9,8",SemiFinal,GRAND_SLAM,WD,878,Main Draw,HAYATA Hina (JPN),LIU Gaoyang (CHN),ITO Mima (JPN),ZHANG Rui (CHN),3 - 1,11:8 5:11 11:9 11:8,HAYATA Hina,2018
World Tour Austrian Open Linz 2018,2018-11-06,CHEN Xingtong,JEON Jihee,CHN,KOR,3,2,"11,11,11,10,11|13,8,4,12,4",SemiFinal,GRAND_SLAM,WD,878,Main Draw,CHEN Xingtong (CHN),JEON Jihee (KOR),SUN Yingsha (CHN),YANG Ha Eun (KOR),3 - 2,11:13 11:8 11:4 10:12 11:4,CHEN Xingtong,2018
World Tour Austrian Open Linz 2018,2018-11-06,MORIZONO Masataka,IONESCU Ovidiu,JPN,ROU,3,1,"3,13,11,11|11,11,5,7",SemiFinal,GRAND_SLAM,MD,878,Main Draw,IONESCU Ovidiu (ROU),MORIZONO Masataka (JPN),ROBLES Alvaro (ESP),OSHIMA Yuya (JPN),1 - 3,11:3 11:13 5:11 7:11,MORIZONO Masataka,2018
World Tour Austrian Open Linz 2018,2018-11-06,JEOUNG Youngsik,HO Kwan Kit,KOR,HKG,3,0,"11,11,11|7,9,4",SemiFinal,GRAND_SLAM,MD,878,Main Draw,JEOUNG Youngsik (KOR),HO Kwan Kit (HKG),LEE Sang Su (KOR),WONG Chun Ting (HKG),3 - 0,11:7 11:9 11:4,JEOUNG Youngsik,2018
World Tour Austrian Open Linz 2018,2018-11-06,WANG Manyu,DING Ning,CHN,CHN,4,3,"11,9,2,11,11,6,11|5,11,11,8,6,11,7",QuarterFinal,GRAND_SLAM,WS,878,Main Draw,WANG Manyu (CHN),DING Ning (CHN),,,4 - 3,11:5 9:11 2:11 11:8 11:6 6:11 11:7,WANG Manyu,2018
World Tour Austrian Open Linz 2018,2018-11-06,HE Zhuojia,CHENG I-Ching,CHN,TPE,4,0,"11,11,11,11|3,5,7,4",QuarterFinal,GRAND_SLAM,WS,878,Main Draw,HE Zhuojia (CHN),CHENG I-Ching (TPE),,,4 - 0,11:3 11:5 11:7 11:4,HE Zhuojia,2018
World Tour Austrian Open Linz 2018,2018-11-06,PITCHFORD Liam,BOLL Timo,ENG,GER,4,2,"11,11,5,8,13,12|6,6,11,11,11,10",QuarterFinal,GRAND_SLAM,MS,878,Main Draw,BOLL Timo (GER),PITCHFORD Liam (ENG),,,2 - 4,6:11 6:11 11:5 11:8 11:13 10:12,PITCHFORD Liam,2018
World Tour Austrian Open Linz 2018,2018-11-06,LIANG Jingkun,CALDERANO Hugo,CHN,BRA,4,0,"11,15,11,11|5,13,4,9",QuarterFinal,GRAND_SLAM,MS,878,Main Draw,CALDERANO Hugo (BRA),LIANG Jingkun (CHN),,,0 - 4,5:11 13:15 4:11 9:11,LIANG Jingkun,2018
World Tour Austrian Open Linz 2018,2018-11-06,XU Xin,JANG Woojin,CHN,KOR,3,0,"11,12,11|5,10,7",SemiFinal,GRAND_SLAM,XD,878,Main Draw,JANG Woojin (KOR),XU Xin (CHN),CHA Hyo Sim (PRK),LIU Shiwen (CHN),0 - 3,5:11 10:12 7:11,XU Xin,2018
World Tour Austrian Open Linz 2018,2018-11-06,CHEN Chien-An,WONG Chun Ting,TPE,HKG,3,2,"8,11,11,8,11|11,6,9,11,9",SemiFinal,GRAND_SLAM,XD,878,Main Draw,CHEN Chien-An (TPE),WONG Chun Ting (HKG),CHENG I-Ching (TPE),DOO Hoi Kem (HKG),3 - 2,8:11 11:6 11:9 8:11 11:9,CHEN Chien-An,2018
World Tour Austrian Open Linz 2018,2018-11-06,ZHU Yuling,DOO Hoi Kem,MAC,HKG,4,1,"12,11,11,11,11|14,6,6,4,5",QuarterFinal,GRAND_SLAM,WS,878,Main Draw,ZHU Yuling (MAC),DOO Hoi Kem (HKG),,,4 - 1,12:14 11:6 11:6 11:4 11:5,ZHU Yuling,2018
World Tour Austrian Open Linz 2018,2018-11-06,CHEN Meng,LIU Shiwen,CHN,CHN,4,0,"14,12,12,12|12,10,10,10",QuarterFinal,GRAND_SLAM,WS,878,Main Draw,CHEN Meng (CHN),LIU Shiwen (CHN),,,4 - 0,14:12 12:10 12:10 12:10,CHEN Meng,2018
World Tour Austrian Open Linz 2018,2018-11-06,FAN Zhendong,NIWA Koki,CHN,JPN,4,1,"11,11,8,11,11|8,6,11,5,9",QuarterFinal,GRAND_SLAM,MS,878,Main Draw,FAN Zhendong (CHN),NIWA Koki (JPN),,,4 - 1,11:8 11:6 8:11 11:5 11:9,FAN Zhendong,2018
World Tour Austrian Open Linz 2018,2018-11-06,XU Xin,HARIMOTO Tomokazu,CHN,JPN,4,2,"6,17,11,11,10,11|11,15,9,5,12,9",QuarterFinal,GRAND_SLAM,MS,878,Main Draw,HARIMOTO Tomokazu (JPN),XU Xin (CHN),,,2 - 4,11:6 15:17 9:11 5:11 12:10 9:11,XU Xin,2018
World Tour Austrian Open Linz 2018,2018-11-06,XU Xin,CHEN Chien-An,CHN,TPE,3,2,"9,11,11,10,11|11,6,9,12,5",Final,GRAND_SLAM,XD,878,Main Draw,CHEN Chien-An (TPE),XU Xin (CHN),CHENG I-Ching (TPE),LIU Shiwen (CHN),2 - 3,11:9 6:11 9:11 12:10 5:11,XU Xin,2018
World Tour Austrian Open Linz 2018,2018-11-06,CHEN Meng,ZHU Yuling,CHN,MAC,4,3,"11,9,11,11,8,7,11|9,11,8,8,11,11,6",SemiFinal,GRAND_SLAM,WS,878,Main Draw,ZHU Yuling (MAC),CHEN Meng (CHN),,,3 - 4,9:11 11:9 8:11 8:11 11:8 11:7 6:11,CHEN Meng,2018
World Tour Austrian Open Linz 2018,2018-11-06,WANG Manyu,HE Zhuojia,CHN,CHN,4,1,"11,9,11,11,11|5,11,7,2,8",SemiFinal,GRAND_SLAM,WS,878,Main Draw,HE Zhuojia (CHN),WANG Manyu (CHN),,,1 - 4,5:11 11:9 7:11 2:11 8:11,WANG Manyu,2018
World Tour Austrian Open Linz 2018,2018-11-06,LIANG Jingkun,FAN Zhendong,CHN,CHN,4,2,"10,11,6,11,11,11|12,9,11,7,8,9",SemiFinal,GRAND_SLAM,MS,878,Main Draw,FAN Zhendong (CHN),LIANG Jingkun (CHN),,,2 - 4,12:10 9:11 11:6 7:11 8:11 9:11,LIANG Jingkun,2018
World Tour Austrian Open Linz 2018,2018-11-06,XU Xin,PITCHFORD Liam,CHN,ENG,4,0,"11,11,11,11|9,7,7,6",SemiFinal,GRAND_SLAM,MS,878,Main Draw,PITCHFORD Liam (ENG),XU Xin (CHN),,,0 - 4,9:11 7:11 7:11 6:11,XU Xin,2018
World Tour Austrian Open Linz 2018,2018-11-06,HAYATA Hina,CHEN Xingtong,JPN,CHN,3,0,"11,11,11|6,7,8",Final,GRAND_SLAM,WD,878,Main Draw,HAYATA Hina (JPN),CHEN Xingtong (CHN),ITO Mima (JPN),SUN Yingsha (CHN),3 - 0,11:6 11:7 11:8,HAYATA Hina,2018
World Tour Austrian Open Linz 2018,2018-11-06,LIANG Jingkun,XU Xin,CHN,CHN,4,3,"11,4,11,9,13,11,11|5,11,6,11,11,13,2",Final,GRAND_SLAM,MS,878,Main Draw,LIANG Jingkun (CHN),XU Xin (CHN),,,4 - 3,11:5 4:11 11:6 9:11 13:11 11:13 11:2,LIANG Jingkun,2018
World Tour Austrian Open Linz 2018,2018-11-06,CHEN Meng,WANG Manyu,CHN,CHN,4,0,"11,11,11,11|8,9,4,7",Final,GRAND_SLAM,WS,878,Main Draw,CHEN Meng (CHN),WANG Manyu (CHN),,,4 - 0,11:8 11:9 11:4 11:7,CHEN Meng,2018
World Tour Austrian Open Linz 2018,2018-11-06,MORIZONO Masataka,JEOUNG Youngsik,JPN,KOR,3,1,"12,11,3,11|10,9,11,4",Final,GRAND_SLAM,MD,878,Main Draw,JEOUNG Youngsik (KOR),MORIZONO Masataka (JPN),LEE Sang Su (KOR),OSHIMA Yuya (JPN),1 - 3,10:12 9:11 11:3 4:11,MORIZONO Masataka,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,SOO Wai Yam,ROOSE Alma,HKG,SWE,3,0,"11,11,11|2,3,6",R32,GRAND_SLAM,U21WS,879,Main Draw,SOO Wai Yam (HKG),ROOSE Alma (SWE),,,3 - 0,11:2 11:3 11:6,SOO Wai Yam,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,DIAZ Adriana,KAMATH Archana,PUR,IND,3,0,"11,15,11|6,13,6",R32,GRAND_SLAM,U21WS,879,Main Draw,KAMATH Archana (IND),DIAZ Adriana (PUR),,,0 - 3,6:11 13:15 6:11,DIAZ Adriana,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,MIGOT Marie,FRONT Erika,FRA,SWE,3,2,"11,8,11,3,11|3,11,5,11,6",R32,GRAND_SLAM,U21WS,879,Main Draw,MIGOT Marie (FRA),FRONT Erika (SWE),,,3 - 2,11:3 8:11 11:5 3:11 11:6,MIGOT Marie,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,SHCHERBATYKH Valeriia,MUKHERJEE Ayhika,RUS,IND,3,2,"11,3,5,11,11|8,11,11,5,6",R32,GRAND_SLAM,U21WS,879,Main Draw,MUKHERJEE Ayhika (IND),SHCHERBATYKH Valeriia (RUS),,,2 - 3,8:11 11:3 11:5 5:11 6:11,SHCHERBATYKH Valeriia,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,LUNG Lisa,KUKULKOVA Tatiana,BEL,SVK,3,2,"13,20,9,8,11|11,18,11,11,6",R32,GRAND_SLAM,U21WS,879,Main Draw,LUNG Lisa (BEL),KUKULKOVA Tatiana (SVK),,,3 - 2,13:11 20:18 9:11 8:11 11:6,LUNG Lisa,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,CHOI Hyojoo,ZARIF Audrey,KOR,FRA,3,0,"12,11,11|10,6,6",R32,GRAND_SLAM,U21WS,879,Main Draw,CHOI Hyojoo (KOR),ZARIF Audrey (FRA),,,3 - 0,12:10 11:6 11:6,CHOI Hyojoo,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,ZHU Chengzhu,CHASSELIN Pauline,HKG,FRA,3,1,"11,7,11,12|9,11,7,10",R32,GRAND_SLAM,U21WS,879,Main Draw,CHASSELIN Pauline (FRA),ZHU Chengzhu (HKG),,,1 - 3,9:11 11:7 7:11 10:12,ZHU Chengzhu,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,SHIN Yubin,EDVINSSON Jennie,KOR,SWE,3,0,"11,11,11|8,5,4",R32,GRAND_SLAM,U21WS,879,Main Draw,EDVINSSON Jennie (SWE),SHIN Yubin (KOR),,,0 - 3,8:11 5:11 4:11,SHIN Yubin,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,ODO Satsuki,BERGAND Filippa,JPN,SWE,3,2,"9,11,9,11,11|11,6,11,5,7",R32,GRAND_SLAM,U21WS,879,Main Draw,ODO Satsuki (JPN),BERGAND Filippa (SWE),,,3 - 2,9:11 11:6 9:11 11:5 11:7,ODO Satsuki,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,SUN Jiayi,DUTTA Moumita,CRO,IND,3,1,"11,11,9,11|3,9,11,3",R32,GRAND_SLAM,U21WS,879,Main Draw,DUTTA Moumita (IND),SUN Jiayi (CRO),,,1 - 3,3:11 9:11 11:9 3:11,SUN Jiayi,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,TAKAHASHI Bruna,KOLISH Anastasia,BRA,RUS,3,2,"10,7,11,11,11|12,11,5,7,7",R32,GRAND_SLAM,U21WS,879,Main Draw,TAKAHASHI Bruna (BRA),KOLISH Anastasia (RUS),,,3 - 2,10:12 7:11 11:5 11:7 11:7,TAKAHASHI Bruna,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,ZHANG Sofia-Xuan,SHIOMI Maki,ESP,JPN,3,0,"11,15,11|5,13,7",R32,GRAND_SLAM,U21WS,879,Main Draw,ZHANG Sofia-Xuan (ESP),SHIOMI Maki (JPN),,,3 - 0,11:5 15:13 11:7,ZHANG Sofia-Xuan,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,LIN Chia-Hsuan,SELVAKUMAR Selena,TPE,IND,3,2,"11,9,11,7,11|6,11,6,11,6",R32,GRAND_SLAM,U21WS,879,Main Draw,LIN Chia-Hsuan (TPE),SELVAKUMAR Selena (IND),,,3 - 2,11:6 9:11 11:6 7:11 11:6,LIN Chia-Hsuan,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,KANG Dayeon,GUISNEL Oceane,KOR,FRA,3,1,"7,11,11,11|11,7,9,8",R32,GRAND_SLAM,U21WS,879,Main Draw,KANG Dayeon (KOR),GUISNEL Oceane (FRA),,,3 - 1,7:11 11:7 11:9 11:8,KANG Dayeon,2018
World Tour Swedish Open Stockholm 2018,2018-11-01,KIM Hayeong,TAILAKOVA Mariia,KOR,RUS,3,1,"11,10,11,11|8,12,9,7",R32,GRAND_SLAM,U21WS,879,Main Draw,TAILAKOVA Mariia (RUS),KIM Hayeong (KOR),,,1 - 3,8:11 12:10 9:11 7:11,KIM Hayeong,2018
